name,phone,address,category,city,country,reason,date_found
Phớ Bằng,+1-718-939-5520,"41-07 Kissena Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Elias Corner,+1 718 932-1510,"24-02 31st Street, Astoria, 11102",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lan Larb Chiang Mai,+1 646-895-9264,"227 Centre Street, New York, 10013",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Scalinatella Ristorante,+1 212-207-8280,"201 East 61st Street, New York, 10065",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Il Bambino,+1-718-626-0087,"34-08 31st Avenue, Astoria, 11106",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chan's Wok,+17166938888,"796 Young Street, Tonawanda, 14150",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fulton Food Court,+1-718-789-0546,"1178 Fulton Street, New York, 11216",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Alex’s Pizza & Deli,+1 718 779 7200,"35th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lin’a Kitchen,+1 718 505 1388,"35th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Amazing Wok Chinese Food,+1-516-599-1787,"300 Atlantic Avenue, East Rockaway, 11518",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Yuxu,+1-516-794-4741,"301 East Meadow Avenue, East Meadow, 11554",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sea Bar,+15164415708,"7 Great Neck Road, Great Neck, 11021",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Asian Wok,+1-516-593-6666,"297 Broadway, Lynbrook, 11563",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cha Ba Thai,+1-516-897-2888,"12 West Park Avenue, Long Beach, 11561",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kai Burgers & Dumplings,+15163045398,"7 South Middle Neck Road, Great Neck, 11021",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Food Court Korea,+15169962882,"947 Willis Avenue, Albertson, 11507",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mr.Poke,+15164820416,"27 Great Neck Road, Great Neck, 11021",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Holy Smokes Bourbon and BBQ,+1-315-755-9991,"32 Public Square, Watertown, 13601-2623",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tokyo Japanese Restaurant,+1 585-424-4166,"1000 Hylan Drive, Rochester, 14623",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Crumpets,+1 585-434-2535,"441 Monroe Avenue, Rochester, 14607",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Falls Nutrition,+15854977144,"28 East Street, Honeoye Falls, 14472",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Master Falafel,+1 585-471-8386,"519 Monroe Avenue, Rochester, 14607",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Agatina's Restaurant,+1-585-426-0510,"2967 Buffalo Road, Rochester, 14624",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Landmark Family Restaurant,+1-585-348-9177,"833 Fairport Road, East Rochester, 14445",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
India House Express,+1 585-360-2955,"1340 Mount Hope Avenue, Rochester, 14620",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Valley Pizzeria,+1 845 268 3116,"4 Lake Ridge Plaza, Valley Cottage, 10989",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Buckleys Inn Between,+16317287197,"139 West Montauk Highway, Hampton Bays, 11946",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pete's Bagels and Brunch,+1 631 325 8410,"587 Montauk Highway, Eastport, 11941",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nobi Sushi,+1-212-481-8338,"437 3rd Avenue, New York, 10016",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Grande Pizza,+1 607-723-9011,"1250 Upper Front Street, Binghamton, 13901",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pantheon,+1 607 757 0275,"1203 Monroe Street, Endicott, 13760",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kristen's Kountry Kafe,+1-315-841-4774,"2684 Route 12B, Deansboro, 13328",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Marib Restaurant,+1 315-507-3888,"706 Varick Street, Utica, 13502",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Meeder's Restaurant,+1-716-736-7381,"19 East Main Street, Ripley, 14775",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Brazill's On Main,+1-716-326-2203,"7 East Main Street, Westfield, 14787",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Frida's Mexican Grill,+1 607-219-3261,"222 Elmira Road, Ithaca, 14850",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Yokyo House,+1-914-963-1317,"782 Palisade Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New China,+1-607-637-3528,"114 East Front Street, Hancock, 13783",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Coal Yard,+1-315-852-9932,"740 Railroad Street, DeRuyter, 13052",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ere's Pizza Ristorante,+1 518-523-2997,"2439 Main Street, Lake Placid, 12946",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Old Fashioned Sub Shop,+1 585-243-9050,"4281 Genesee Valley Plaza, Geneseo, 14454",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lawton Street Tavern,+1-914-355-2425,"47 Lawton Street, New Rochelle, 10801",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Milton's,+1-914-617-8235,"10 Frontage Street, Croton Falls, 10519",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bacio Trattoria Restaurant,+1-914-763-2233,"12 North Salem Road, Cross River, 10518",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hunan Noodle,+1 929 391 4633,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chang Ying,+18452278682,"985 Route 376, Wappingers Falls, 12590",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Thai Pot,+1 718 897 3898,"103-07 Queens Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lincoln Street Diner,+1-607-216-1616,"309 East Lincoln Street, Ithaca, 14850",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
JK Wings & Fish,+1 718 880 2188,"107-50 Queens Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Feng’s Garden,+1 718 268 5536,"110-54 Queens Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Pinang,+1 718 268 9135,"111-10, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sky Cafe,+1-718-651-9759,"86-20 Whitney Avenue, Elmhurst, 11373",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Stacked,+1 845 558 3535,"68-60 Queens Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Allison Restaurant,+1-845-684-5887,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chong Qing Noodle,+1 212 582 8866,"9th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Plado,+1-646-850-5151,"192 East 2nd Street, New York, 10009",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Shobu Sushi,+1-718-833-8345,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Penelope's Mexican Bistro,+1-718-483-8105,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tato's Pizza,+1-718-621-3300,"8409 18th Avenue, Brooklyn, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wattli Bar and Kitchen,+1-347-413-9790,"1505 Newkirk Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Miguelito,+1 631 234 5914,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lucky Kitchen,+1 631 348 1638,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fuji,+1 718 263 3636,"113-27 Queens Boulevard, New York, 11375",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
JJ EVA SPICE LLC,+1 845-481-4546,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Austin House,+1 718 544 2276,"72-04 Austin Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Cabaña,+1-845-254-4966,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Ivoire,+1 212-410-5982,"76 East 119th Street, New York, 10035",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zed Eats and Drinks,+1-347-413-6304,"675 Flatbush Avenue, Brooklyn, 11225",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Yue Xiang Ju,+1-718-331-8833,"7617 New Utrecht Avenue, Brooklyn, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Castillo,+1-718-745-0649,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Curry Heights,+1-718-260-9000,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ruben's,+1-718-331-8821,"1533 70th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Blue Agave,+1-718-758-5822,"7201 16th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mr. Phil's Pizzeria,+1-718-234-4106,"7212 New Utrecht Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pizza Den,+1-718-837-1691,"8521 18th Avenue, Brooklyn, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Little Italy Pizzeria & Deli,+12123665566,"180 Varick Street, New York, 10014",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Souvlaki House,+1-607-273-1650,"315 Eddy Street, Ithaca, 14850",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
China Taste,+1-845-225-3288,"1922 US-6, Carmel Hamlet, 10512",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Oba Grill 2,+1 718 339 0013,"104-02 Metropolitan Avenue, Flushing, 11375",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sal's Famous Pizzeria,+16316613222,"128 North Carll Avenue, Babylon, 11702",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Santo Taqueria Brooklyn,+1-718-366-3138,"1050 Flushing Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fu Lai No.1 Restaurant,+1-718-833-3853,"7023 Fort Hamilton Parkway, Brooklyn, 11228",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Majestic Marquise,+1-718-738-1104,"New York, 11416",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rosa's Pizza,+16469983044,"425 7th Avenue, New York, 10001",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Indian Curry Heights,+1-718-928-7707,"125 Ralph Avenue, Brooklyn, 11221",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Dream Station,+1-718-798-6936,"3809 White Plains Road, Bronx, 10467",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Shangerila,+1 718 828 3401,"2893 Buhre Avenue, Bronx, 10461",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tana Thai,+1 718 684 1900,"1890 Eastchester Road, Bronx, 10461",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Crab Island Cajun Seafood Express,+1 718 828 8885,"2960 Middletown Road, Bronx, 10461",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zara Pizza,+1 646-476-4450,"84 Hester Street, New York, 10002",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rainbow Diner,+1 718 823 7715,"2197 White Plains Road, Bronx, 10462",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Side By Side Pizza & Burek,+1 718 324 3595,"769 Astor Avenue, Bronx, 10467",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Momo Sushi & Ramen,+1-718-282-8890,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Hong Wong Seafood,+1-212-226-8778,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Edie Jo's,+1-914-229-3300,"630 Flatbush Avenue, New York, 11225",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Karibbean Krave,+1 718 673 6759,"65 Westchester Square, Bronx, 10461",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Vee's Restaurant,+1-718-363-3826,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Kueva,+17169364933,"1260 Hertel Avenue, Buffalo, 14216",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Shish Kabab Express,+17164471207,"1207 Hertel Avenue, Buffalo, 14216",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kalypso Restaurant,+17168343663,"12 Winspear Avenue, Buffalo, 14214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jimmy's Texas Hots,+17168776618,"2350 Delaware Avenue, Buffalo, 14216",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Parivaar Pub,+17162598028,"708 Elmwood Avenue, Buffalo, 14222",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Saketumi Asian Bistro,+1-718-855-8688,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Pizza Professor,+1 718 261 3338,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pronto,+1 718 366 1400,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fukuyama Sushi & Ramen,+1-718-782-1496,"622 Metropolitan Avenue, Brooklyn, 11211",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Angelo's,+1 718 386 4423,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Saigon Cafe,+17168831252,"520 Elmwood Avenue, Buffalo, 14222",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chinese Kitchen,+17168855121,"224 Elmwood Avenue, Buffalo, 14222",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ting Hua,+1-718-852-6287,"351 Smith Street, Brooklyn, 11231",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Peasant Stock,+1 212-254-7687,"88 Essex Street, New York, 10002",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Baobab Gouygui,+1-718-484-4866,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ristorante Caterina de' Medici,+1-845-451-1011,"1946 Campus Drive, Hyde Park, 12538",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Buen Gusto Restaurant,+1-718-492-6001,"5201 4th Avenue, New York, 11220",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fujiyama,+1-718-256-8188,"7307 13th Avenue, Brooklyn, 11228",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Eggsperience Vasilis Main St,+17164363533,"1526 Main Street, Buffalo, 14209",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Constancera,+1-646-791-0006,"993 Columbus Avenue, New York, 10025",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Doaba Deli,+1-212-222-2636,"945 Columbus Avenue, New York, 10025",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Boka,+1-212-228-2887,"9 Saint Marks Place, New York, 10003",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Double Chinese Restaurant,+1 718-592-7361; +1 718-760-1021,"53-16 108th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Matecana,+1 718-699-0660,"48-04 108th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mama’s TOO!,+1-212-510-7256,"2750 Broadway, New York, 10025",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Oasis Jimma Juice Bar,+12019364432,"3163 Broadway, New York, 10027",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Alaturco Gyro,+1-518-309-3361,"142 Milton Avenue, Ballston Spa, 12020",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bombay Heights,+1-718-230-7790,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Thai 101,+1-718-855-8518,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mo's Place,+1-315-782-5503,"345 Factory Street, Watertown, 13601-2786",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rinconcito Familiar,+1-347-987-3681,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jalepeños,+1-718-439-5647,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cantinflas Mexican Deli,+1 917-388-3881,"1916 3rd Avenue, New York, 10029",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Yi Ji Shi Mo,+16462336311,"88 Elizabeth Street, New York, 10013",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Oasis,+1-718-389-4680,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Le Baobab Gouygui,+1 212-864-4700,"120 West 116th Street, New York, 10026",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Keur Coumba,+1 212-866-1551,"125 West 116th Street, New York, 10026",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Harlem Food CT,+1 212-722-7300,"66 West 116th Street, New York, 10026",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Beron Beron,+1 212-477-1005,"164 1st Avenue, New York, 10009",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Black Iris,+1-718-852-9800,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
E-MO,+1 212-594-1466,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hong Chun Cheon Dak Galbi,+1 212-695-7272,"2 West 32nd Street, New York, 10001",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Spice Lamb,+1-646-984-8768,"928 Amsterdam Avenue, New York, 10025",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kamisama,+1-341-314-4341,"230 East 14th Street, New York, 10003",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Inase,+1 212-628-1238,"1586 1st Avenue, New York, 10028",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
BRUJOS Brooklyn Taco Company,+1 718-388-8445,"333 Graham Avenue, New York, 11211",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chef Toribio,+1 845-684-3360,"74-26 Jamaica Avenue, Woodhaven",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Cabron Taqueria & Marisqueria,+1-646-964-5000,"26 Essex Street, New York, 10002",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Taqueria Guadalupe,+1 212-828-6520,"1743 Lexington Avenue, New York, 10029",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pultneyville Deli,+13155890061,"4120 Lake Road, Williamson, 14589",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pho Maiden Lane,+1 646-449-0247,"3 Maiden Lane, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mott Pho Bang,+1-212-966-3797,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zhang's Garden,+1-718-262-9888,"175-25 Jamaica Avenue, Jamaica, 11432",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Uncle Bill’s,+1 718 661 1770,"30-17 Stratton Street, Flushing, 11354",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Halal Grill Chichen,+1 718 321 1970,"30-1 Stratton Street, Flushing, 11354",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Amore Pizzeria & Restaurant,+1 718 445 0579,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Il Posto,+1 718-241-4317,"7409 Avenue U, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
ZAZA,+1 646-864-0040,"104 Greenwich Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lutheran Halal Cafe,+1-718-567-8244,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wanka 11,+1-718-333-5516,"6803 3rd Avenue, New York, 11220",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mayback's Deli,+1 716 835 0115,"1598 Niagara Falls Boulevard, Tonawanda, 14150",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rare,+1-917-924-1818,"1005 Surf Avenue, Brooklyn, 11224",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Uncle Taher Restaurant,+1-718-808-8877,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Star,+1 718-891-6868,"605 Avenue Z, Brooklyn, 11223",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
65 Kuho Sushi Hotpot,+1-718-232-5668,"1701 65th Street, Brooklyn, 11204",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Brooklyn Kabab,+1-929-292-2001,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
$1.50 Pizza,+1 917-388-3999,"177 East Houston Street, New York, 10002",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
FuYuan Kitchen,+1-718-618-0963,"86th Street, Brooklyn, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
